ID,생활건강-연령대,생활건강-성별,생활건강-일일 평균 걸음수(걸음),생활건강-일일 평균 수면량(시간),생활건강-걸음수 측정 기간,생활건강-수면량 측정 기간,
2569,50대,여성,6561,8.0,1개월,2개월,
2571,70대,여성,7364,7.2,5개월,15개월,
2573,60대,여성,6128,8.0,8개월,12개월,
2574,40대,남성,7227,8.2,9개월,1개월,
2575,30대,여성,6147,8.6,1개월,6개월,
2576,70대,여성,7624,7.6,1개월,9개월,
2576,70대,여성,9993,8.3,4개월,6개월,
2579,30대,남성,6325,7.5,1개월,1개월,
2579,30대,남성,7877,5.7,16개월,17개월,
2580,30대,여성,6186,6.9,10개월,15개월,
2581,60대,남성,8286,8.5,1개월,12개월,
2582,60대,남성,8286,6.9,3개월,4개월,
2583,60대,남성,9064,7.4,12개월,5개월,
2583,60대,남성,8487,8.3,9개월,12개월,
2584,30대,여성,4141,8.7,15개월,12개월,
2584,30대,여성,7034,7.5,13개월,15개월,
2586,30대,남성,6966,8.1,15개월,21개월,
2586,30대,남성,6098,6.6,9개월,14개월,
2587,60대,여성,6494,6.7,12개월,8개월,
2588,30대,남성,6028,5.7,4개월,10개월,
2588,30대,남성,6752,5.7,10개월,10개월,
2589,10대,남성,7815,7.5,15개월,4개월,
2591,80대 이상,여성,8449,8.1,3개월,5개월,
2596,30대,남성,6738,6.7,16개월,6개월,
2597,60대,여성,6568,8.3,25개월,5개월,
2597,60대,여성,6000,7.7,10개월,16개월,
2598,20대,여성,3748,8.0,3개월,4개월,
2599,40대,여성,6313,7.0,2개월,1개월,
2599,40대,여성,4673,7.3,2개월,3개월,
2599,40대,여성,4828,8.0,19개월,15개월,
2600,50대,여성,5423,6.6,1개월,2개월,
2601,60대,여성,8386,7.7,10개월,2개월,
2602,70대,남성,8619,7.2,4개월,2개월,
2602,70대,남성,7661,6.8,6개월,10개월,
2604,60대,여성,7292,6.4,16개월,12개월,
2605,60대,여성,7579,6.1,6개월,6개월,
2605,60대,여성,6137,6.6,9개월,5개월,
2606,20대,남성,6372,6.1,2개월,6개월,
2607,70대,여성,5821,4.9,11개월,1개월,
2608,50대,남성,7421,5.3,1개월,5개월,
2609,50대,남성,7188,6.4,6개월,17개월,
2609,50대,남성,6124,7.4,12개월,2개월,
2611,40대,남성,6762,6.9,15개월,6개월,
2613,50대,여성,6404,8.3,15개월,4개월,
2615,40대,남성,7261,7.0,8개월,5개월,
2615,40대,남성,8588,6.8,6개월,4개월,
2617,60대,남성,8607,6.4,1개월,12개월,
2618,60대,여성,7341,6.9,5개월,8개월,
2619,70대,남성,9509,7.6,3개월,7개월,
2619,70대,남성,7808,7.0,8개월,6개월,
2620,70대,남성,11091,7.3,14개월,24개월,
2620,70대,남성,6795,7.1,22개월,4개월,
2620,70대,남성,9666,7.5,11개월,1개월,
2620,70대,남성,8377,6.2,10개월,7개월,
2621,60대,여성,7438,8.1,13개월,1개월,
2621,60대,여성,7168,7.5,3개월,18개월,
2622,60대,여성,9312,6.8,14개월,5개월,
2622,60대,여성,6996,6.0,15개월,13개월,
2623,30대,여성,6349,6.3,4개월,10개월,
2626,30대,남성,6274,7.2,4개월,26개월,
2626,30대,남성,7350,7.3,11개월,3개월,
2628,60대,여성,6768,8.7,17개월,5개월,
2628,60대,여성,6606,7.8,15개월,4개월,
2628,60대,여성,7580,6.0,14개월,6개월,
2631,40대,여성,5048,8.4,12개월,11개월,
2632,50대,여성,6516,7.1,14개월,6개월,
2633,10대,여성,5735,6.0,13개월,13개월,
2634,60대,남성,9069,6.7,2개월,11개월,
2635,80대 이상,남성,8498,5.8,4개월,4개월,
2637,40대,남성,7388,8.7,4개월,10개월,
2638,20대,남성,7035,8.7,2개월,19개월,
2640,60대,남성,7809,6.1,3개월,5개월,
2641,60대,여성,7361,4.5,5개월,13개월,
2641,60대,여성,7862,6.9,13개월,5개월,
2642,50대,남성,9003,8.5,3개월,28개월,
2643,10대,남성,8452,7.1,2개월,12개월,
2643,10대,남성,7111,6.6,5개월,2개월,
2644,30대,여성,5807,7.1,4개월,1개월,
2645,50대,남성,8501,7.2,5개월,9개월,
2646,50대,여성,5605,9.0,5개월,14개월,
2647,50대,남성,6081,7.4,3개월,10개월,
2647,50대,남성,8833,6.7,12개월,1개월,
2647,50대,남성,9346,6.0,16개월,9개월,
2648,10대,여성,7028,7.6,4개월,10개월,
2648,10대,여성,6286,6.3,1개월,6개월,
2652,30대,남성,6424,7.7,2개월,11개월,
2654,50대,남성,7641,7.1,1개월,2개월,
2655,20대,여성,5223,5.9,8개월,5개월,
2657,10대,남성,7273,6.9,12개월,6개월,
2660,30대,여성,2805,6.8,2개월,15개월,
2664,70대,남성,8491,7.1,9개월,4개월,
2666,50대,남성,9701,9.0,4개월,17개월,
2666,50대,남성,8339,9.0,6개월,11개월,
2667,70대,여성,7200,10.1,9개월,4개월,
2667,70대,여성,8322,8.4,1개월,11개월,
2670,70대,남성,8692,7.3,14개월,18개월,
2670,70대,남성,7715,7.7,1개월,12개월,
2671,40대,여성,6920,7.5,14개월,5개월,
2673,10대,여성,5930,8.2,1개월,3개월,
2673,10대,여성,4291,7.5,11개월,1개월,
2676,30대,여성,5848,6.5,2개월,12개월,
2678,60대,여성,8601,7.8,1개월,9개월,
2679,20대,여성,6512,8.1,1개월,10개월,
2681,40대,여성,5994,6.6,7개월,16개월,
2682,40대,여성,5766,8.7,10개월,4개월,
2683,40대,남성,7995,7.1,12개월,19개월,
2683,40대,남성,7036,7.6,13개월,11개월,
2683,40대,남성,7088,8.4,3개월,1개월,
2684,40대,여성,5079,6.5,11개월,10개월,
2684,40대,여성,5831,7.1,12개월,18개월,
2684,40대,여성,5981,7.9,10개월,8개월,
2685,40대,남성,8263,6.2,3개월,23개월,
2686,30대,여성,5079,6.3,9개월,13개월,
2687,80대 이상,여성,8329,7.2,5개월,11개월,
2687,80대 이상,여성,7777,7.1,9개월,10개월,
2692,20대,여성,4499,7.9,4개월,10개월,
2692,20대,여성,4595,7.2,4개월,11개월,
2693,40대,여성,5886,7.6,17개월,2개월,
2695,30대,여성,4838,7.3,13개월,3개월,
2696,50대,여성,6297,7.0,2개월,29개월,
2696,50대,여성,4888,8.2,7개월,25개월,
2698,60대,남성,10255,6.6,10개월,1개월,
2699,40대,여성,6719,8.1,3개월,6개월,
2701,10대,여성,6751,7.3,24개월,10개월,
2703,60대,여성,8169,7.2,20개월,11개월,
2703,60대,여성,7554,5.8,9개월,7개월,
2703,60대,여성,8030,6.4,3개월,6개월,
2704,30대,여성,5004,6.4,4개월,3개월,
2705,70대,남성,9520,7.1,9개월,4개월,
2706,50대,여성,6071,7.5,3개월,17개월,
2706,50대,여성,6502,5.4,7개월,5개월,
2707,50대,남성,8478,6.6,1개월,20개월,
2708,70대,남성,8751,7.0,3개월,13개월,
2708,70대,남성,9149,6.0,25개월,1개월,
2709,60대,여성,7466,8.0,6개월,7개월,
2709,60대,여성,8370,7.6,7개월,10개월,
2710,70대,남성,8756,8.8,9개월,11개월,
2710,70대,남성,8534,8.6,18개월,4개월,
2710,70대,남성,7709,6.0,5개월,17개월,
2711,60대,남성,9127,7.1,3개월,12개월,
2715,20대,남성,6082,6.8,16개월,5개월,
2715,20대,남성,7702,5.5,17개월,3개월,
2719,40대,여성,7012,8.1,2개월,2개월,
2719,40대,여성,8370,8.9,12개월,8개월,
2720,60대,여성,9278,7.6,13개월,5개월,
2720,60대,여성,7301,6.2,12개월,1개월,
2724,60대,남성,8733,6.8,2개월,3개월,
2724,60대,남성,8037,6.6,3개월,3개월,
2725,30대,여성,5673,7.9,5개월,14개월,
2726,20대,남성,5955,8.1,3개월,6개월,
2730,10대,남성,8694,6.7,2개월,2개월,
2732,50대,여성,5082,8.6,4개월,3개월,
2734,50대,여성,6877,7.9,19개월,18개월,
2734,50대,여성,6487,7.3,9개월,16개월,
2735,70대,여성,10410,7.6,16개월,10개월,
2736,30대,남성,5832,6.1,17개월,14개월,
2737,40대,남성,6700,5.3,10개월,15개월,
2737,40대,남성,8639,7.2,23개월,1개월,
2738,60대,여성,9430,6.1,8개월,4개월,
2738,60대,여성,5060,8.3,13개월,8개월,
2740,40대,남성,8567,8.3,11개월,11개월,
2741,20대,남성,7454,9.4,5개월,21개월,
2743,30대,여성,5872,8.3,3개월,6개월,
2744,60대,여성,7352,6.5,11개월,14개월,
2745,20대,여성,4219,8.3,21개월,1개월,
2746,50대,여성,6682,7.5,6개월,10개월,
2747,40대,여성,8022,6.2,7개월,12개월,
2748,50대,여성,7898,8.9,17개월,10개월,
2748,50대,여성,7696,7.4,2개월,10개월,
2749,50대,남성,6572,5.4,9개월,12개월,
2751,50대,남성,8200,8.3,4개월,8개월,
2752,70대,여성,6912,7.8,8개월,20개월,
2752,70대,여성,9701,5.7,9개월,1개월,
2754,40대,남성,7844,6.1,15개월,2개월,
2754,40대,남성,8033,4.7,6개월,6개월,
2756,60대,여성,6690,7.7,10개월,21개월,
2758,60대,남성,8733,6.1,11개월,13개월,
2758,60대,남성,8590,9.2,2개월,19개월,
2759,30대,여성,5060,8.6,7개월,28개월,
2760,60대,여성,8931,5.5,9개월,2개월,
2763,30대,여성,5255,6.6,1개월,18개월,
2763,30대,여성,4840,7.3,8개월,6개월,
2765,40대,남성,8030,7.7,8개월,5개월,
2765,40대,남성,7421,6.6,3개월,12개월,
2766,50대,남성,8589,6.5,5개월,7개월,
2767,70대,여성,8450,6.7,1개월,7개월,
2767,70대,여성,8787,5.9,3개월,12개월,
2769,60대,남성,8824,8.5,10개월,7개월,
2769,60대,남성,9115,6.4,7개월,4개월,
2769,60대,남성,9449,7.2,3개월,1개월,
2773,70대,남성,7343,8.2,9개월,6개월,
2774,50대,여성,5867,8.1,21개월,9개월,
2775,60대,여성,7945,7.5,11개월,12개월,
2775,60대,여성,7197,7.1,9개월,17개월,
2777,60대,남성,8304,5.9,6개월,25개월,
2777,60대,남성,9569,10.7,7개월,13개월,
2778,70대,여성,7839,7.8,1개월,2개월,
2779,60대,남성,7889,6.2,9개월,2개월,
2780,50대,남성,7761,6.6,1개월,12개월,
2780,50대,남성,7468,7.5,6개월,11개월,
2781,30대,남성,6281,6.9,5개월,29개월,
2782,60대,여성,7628,6.5,15개월,12개월,
2782,60대,여성,7962,5.8,2개월,7개월,
2783,60대,남성,7659,7.1,15개월,17개월,
2784,60대,여성,6806,7.4,16개월,12개월,
2784,60대,여성,7899,8.9,8개월,2개월,
2784,60대,여성,6207,6.0,6개월,2개월,
2785,60대,여성,6206,8.3,5개월,12개월,
2785,60대,여성,5878,8.4,3개월,2개월,
2786,40대,남성,7855,5.7,7개월,18개월,
2787,60대,여성,6909,7.7,3개월,7개월,
2788,60대,여성,7724,8.6,1개월,4개월,
2788,60대,여성,7591,7.7,2개월,17개월,
2790,60대,여성,8525,6.0,5개월,1개월,
2793,70대,여성,6857,7.2,12개월,6개월,
2793,70대,여성,10065,7.0,15개월,10개월,
2794,40대,남성,6679,6.4,4개월,9개월,
2797,60대,여성,7220,7.4,11개월,13개월,
2799,20대,여성,5853,6.5,7개월,4개월,
2799,20대,여성,8109,7.9,11개월,1개월,
2799,20대,여성,5340,7.3,16개월,6개월,
2799,20대,여성,5580,9.9,6개월,5개월,
2799,20대,여성,6517,5.5,6개월,4개월,
2801,60대,여성,7325,7.6,5개월,4개월,
2802,60대,남성,10628,7.5,2개월,21개월,
2803,40대,여성,6075,7.0,10개월,1개월,
2804,60대,남성,9519,5.8,1개월,5개월,
2805,20대,남성,8322,6.5,12개월,5개월,
2806,30대,남성,7831,7.9,7개월,5개월,
2807,40대,남성,7460,7.8,17개월,8개월,
2808,40대,여성,6123,6.3,2개월,5개월,
2808,40대,여성,5534,9.2,7개월,8개월,
2811,60대,여성,6720,6.8,4개월,5개월,
2813,30대,여성,5318,6.7,14개월,1개월,
2816,40대,여성,5091,7.4,2개월,8개월,
2817,40대,남성,8383,7.6,4개월,16개월,
2818,70대,남성,7186,6.0,6개월,15개월,
2820,50대,남성,8709,8.5,6개월,10개월,
2821,10대,여성,7056,9.2,1개월,3개월,
2821,10대,여성,6380,8.0,5개월,5개월,
2822,10대,여성,6259,8.8,22개월,4개월,
2823,50대,여성,6097,8.3,7개월,25개월,
2825,40대,남성,8655,5.6,8개월,6개월,
2827,20대,남성,8077,6.5,8개월,12개월,
2827,20대,남성,6388,6.8,14개월,1개월,
2827,20대,남성,7992,8.7,23개월,5개월,
2831,70대,여성,7222,8.5,12개월,12개월,
2833,30대,여성,4435,6.6,1개월,13개월,
2834,40대,남성,7764,7.2,24개월,10개월,
2837,50대,남성,7866,5.6,13개월,6개월,
2837,50대,남성,8852,6.3,11개월,12개월,
2841,60대,여성,8312,7.9,16개월,9개월,
2842,60대,여성,8281,8.3,2개월,17개월,
2842,60대,여성,7681,6.7,5개월,1개월,
2842,60대,여성,6003,7.2,12개월,18개월,
2843,70대,남성,7576,6.8,5개월,9개월,
2843,70대,남성,7736,7.1,7개월,9개월,
2844,40대,남성,5505,4.0,24개월,8개월,
2845,70대,여성,6977,6.7,4개월,15개월,
2845,70대,여성,7802,7.3,11개월,7개월,
2847,30대,남성,5673,6.1,4개월,4개월,
2847,30대,남성,6086,8.9,11개월,15개월,
2847,30대,남성,6805,6.9,15개월,3개월,
2848,40대,여성,5162,6.2,2개월,4개월,
2848,40대,여성,6596,8.5,11개월,14개월,
2849,40대,여성,6805,7.5,10개월,7개월,
2851,80대 이상,여성,6929,8.7,1개월,1개월,
2852,60대,남성,9970,7.2,16개월,8개월,
2853,50대,여성,7148,6.9,2개월,11개월,
2854,70대,여성,7340,7.1,2개월,16개월,
2855,30대,여성,6860,8.5,13개월,19개월,
2856,50대,여성,5216,5.9,1개월,13개월,
2857,40대,남성,7313,6.9,9개월,3개월,
2858,70대,남성,6782,7.1,13개월,2개월,
2858,70대,남성,8599,8.2,2개월,1개월,
2859,60대,여성,7723,6.6,15개월,15개월,
2860,60대,남성,10215,7.1,2개월,4개월,
2861,70대,남성,9921,9.2,11개월,13개월,
2862,10대,여성,6922,6.8,5개월,14개월,
2864,30대,남성,6687,6.3,12개월,5개월,
2866,50대,남성,6845,8.7,9개월,6개월,
2866,50대,남성,7525,8.2,10개월,8개월,
2867,20대,남성,7397,6.3,4개월,5개월,
2869,50대,남성,9269,7.1,12개월,6개월,
2869,50대,남성,8535,6.8,4개월,10개월,
2873,40대,여성,5060,7.8,13개월,4개월,
2873,40대,여성,7064,8.1,6개월,17개월,
2874,50대,여성,8662,7.4,7개월,12개월,
2874,50대,여성,5869,6.2,3개월,8개월,
2874,50대,여성,7013,5.4,7개월,11개월,
2874,50대,여성,6338,8.3,2개월,22개월,
2875,30대,남성,7530,6.9,2개월,14개월,
2876,10대,남성,7862,5.9,18개월,15개월,
2878,70대,여성,8126,7.4,2개월,15개월,
2878,70대,여성,8605,6.4,7개월,24개월,
2879,30대,여성,5520,7.9,3개월,10개월,
2880,20대,여성,6045,7.2,1개월,17개월,
2882,50대,여성,5920,6.6,8개월,27개월,
2885,60대,여성,7219,8.3,4개월,3개월,
2887,40대,남성,5427,6.4,3개월,13개월,
2889,30대,남성,7415,8.5,4개월,8개월,
2890,80대 이상,남성,8998,7.3,5개월,10개월,
2890,80대 이상,남성,9531,6.1,26개월,10개월,
2890,80대 이상,남성,8309,6.5,2개월,8개월,
2892,50대,여성,6195,6.3,5개월,2개월,
2892,50대,여성,6083,6.2,15개월,16개월,
2894,60대,여성,5468,6.5,15개월,6개월,
2894,60대,여성,6048,6.7,7개월,23개월,
2896,70대,여성,8255,6.7,6개월,3개월,
2896,70대,여성,7721,7.8,14개월,5개월,
2896,70대,여성,6420,7.0,2개월,17개월,
2898,40대,여성,5372,7.9,2개월,8개월,
2900,20대,남성,5133,8.0,6개월,9개월,
2900,20대,남성,5894,6.2,4개월,8개월,
2902,40대,남성,8987,6.8,19개월,11개월,
2903,70대,여성,8324,6.0,1개월,5개월,
2904,30대,남성,5350,6.5,3개월,12개월,
2905,50대,여성,8002,8.9,16개월,15개월,
2906,20대,남성,5593,5.3,20개월,10개월,
2908,40대,남성,7710,6.9,5개월,20개월,
2909,50대,여성,6422,7.9,7개월,2개월,
2911,40대,여성,8218,5.7,1개월,2개월,
2915,60대,여성,7864,7.0,3개월,4개월,
2916,50대,여성,7743,8.9,5개월,22개월,
2917,70대,여성,7451,5.7,6개월,4개월,
2918,50대,남성,8283,7.7,6개월,1개월,
2918,50대,남성,8609,7.4,1개월,19개월,
2919,10대,여성,6162,7.0,4개월,3개월,
2920,80대 이상,여성,8058,6.9,13개월,7개월,
2920,80대 이상,여성,8289,6.7,5개월,9개월,
2920,80대 이상,여성,7692,6.8,8개월,3개월,
2921,70대,남성,8675,6.5,14개월,23개월,
2922,20대,남성,7775,7.8,4개월,8개월,
2923,50대,남성,9011,6.5,8개월,3개월,
2926,40대,여성,5430,8.0,14개월,3개월,
2926,40대,여성,7443,9.3,4개월,5개월,
2927,50대,남성,8927,7.4,5개월,10개월,
2927,50대,남성,7259,6.7,9개월,18개월,
2928,10대,남성,7490,8.5,1개월,34개월,
2929,40대,여성,8044,9.9,8개월,18개월,
2930,60대,남성,7498,7.5,2개월,1개월,
2931,40대,여성,6703,6.9,10개월,11개월,
2931,40대,여성,5983,7.3,5개월,14개월,
2932,40대,남성,9369,6.0,7개월,12개월,
2935,30대,여성,6003,7.7,6개월,5개월,
2935,30대,여성,4324,7.8,13개월,7개월,
2935,30대,여성,5791,7.1,1개월,10개월,
2935,30대,여성,6909,8.9,9개월,10개월,
2936,40대,여성,5011,6.6,9개월,21개월,
2936,40대,여성,6353,7.8,20개월,7개월,
2936,40대,여성,6637,7.2,2개월,8개월,
2936,40대,여성,7112,8.8,2개월,9개월,
2937,50대,남성,7847,7.0,10개월,6개월,
2937,50대,남성,7400,8.3,15개월,7개월,
2939,70대,여성,7288,6.7,15개월,3개월,
2939,70대,여성,9040,5.8,15개월,4개월,
2940,30대,남성,7707,7.7,18개월,11개월,
2941,60대,여성,6517,7.7,24개월,2개월,
2941,60대,여성,5451,6.4,13개월,19개월,
2942,30대,여성,4235,7.1,7개월,16개월,
2943,40대,남성,8704,6.9,19개월,2개월,
2943,40대,남성,8210,8.8,7개월,3개월,
2943,40대,남성,6638,7.2,26개월,3개월,
2943,40대,남성,8647,8.5,11개월,8개월,
2943,40대,남성,7056,7.7,3개월,14개월,
2944,30대,남성,7425,6.6,11개월,12개월,
2945,30대,남성,7833,8.1,9개월,8개월,
2950,60대,여성,8340,7.6,10개월,1개월,
2950,60대,여성,7360,8.2,26개월,10개월,
2950,60대,여성,9202,6.3,26개월,2개월,
2952,70대,여성,8665,7.9,9개월,4개월,
2953,50대,남성,10134,6.9,12개월,1개월,
2953,50대,남성,8574,8.5,1개월,12개월,
2954,50대,여성,6077,8.4,1개월,5개월,
2955,30대,남성,7126,8.4,6개월,1개월,
2955,30대,남성,9057,7.9,13개월,4개월,
2957,60대,여성,6701,7.7,4개월,3개월,
2957,60대,여성,9273,7.5,1개월,5개월,
2958,70대,남성,8150,6.6,3개월,10개월,
2959,40대,남성,8129,6.5,12개월,9개월,
2959,40대,남성,8113,6.1,2개월,4개월,
2959,40대,남성,7097,6.9,2개월,10개월,
2960,60대,여성,7736,6.7,6개월,9개월,
2960,60대,여성,6560,6.1,8개월,2개월,
2961,60대,여성,7607,6.2,9개월,6개월,
2962,50대,여성,6196,8.3,13개월,3개월,
2962,50대,여성,6424,6.2,18개월,3개월,
2962,50대,여성,7704,7.7,5개월,19개월,
2963,70대,남성,7967,7.6,11개월,2개월,
2963,70대,남성,9692,7.5,5개월,10개월,
2963,70대,남성,9683,6.3,2개월,4개월,
2964,60대,남성,9750,7.1,3개월,16개월,
2966,30대,여성,4141,6.5,7개월,8개월,
2966,30대,여성,5522,7.6,1개월,5개월,
2968,60대,여성,6831,6.9,16개월,1개월,
2969,40대,여성,6850,6.7,2개월,7개월,
2969,40대,여성,7194,8.3,2개월,15개월,
2969,40대,여성,6969,7.4,6개월,2개월,
2969,40대,여성,6886,8.0,5개월,3개월,
2969,40대,여성,6881,7.3,2개월,8개월,
2970,10대,남성,8997,7.6,1개월,11개월,
2970,10대,남성,8236,6.9,8개월,4개월,
2971,30대,남성,7658,5.9,1개월,3개월,
2971,30대,남성,6329,8.3,17개월,8개월,
2972,60대,남성,9272,6.3,3개월,3개월,
2973,60대,남성,9829,6.5,16개월,4개월,
2975,70대,여성,7973,6.8,5개월,3개월,
2975,70대,여성,6629,9.1,14개월,10개월,
2975,70대,여성,7383,6.3,2개월,9개월,
2976,50대,남성,6346,6.9,16개월,9개월,
2976,50대,남성,8776,6.8,9개월,2개월,
2977,20대,여성,5988,6.3,11개월,16개월,
2982,40대,남성,7794,6.9,7개월,1개월,
2983,60대,남성,9227,7.4,10개월,7개월,
2983,60대,남성,7244,7.2,5개월,7개월,
2983,60대,남성,8182,5.7,2개월,1개월,
2985,40대,남성,8341,7.8,6개월,7개월,
2985,40대,남성,8929,8.8,9개월,14개월,
2987,60대,남성,9593,5.6,5개월,5개월,
2989,70대,여성,8921,6.7,5개월,2개월,
2990,50대,여성,7052,6.6,3개월,8개월,
2990,50대,여성,5315,5.7,7개월,3개월,
2993,60대,여성,7857,6.4,1개월,2개월,
2994,70대,남성,8195,7.1,18개월,4개월,
2994,70대,남성,9895,6.8,13개월,12개월,
2997,50대,여성,5425,5.6,13개월,3개월,
2997,50대,여성,7455,7.5,8개월,9개월,
2998,50대,남성,7965,7.4,25개월,11개월,
3000,10대,여성,4625,7.1,19개월,9개월,
3001,70대,여성,5678,8.3,1개월,3개월,
3002,40대,여성,7142,8.2,8개월,8개월,
3002,40대,여성,7547,7.2,2개월,3개월,
3003,40대,여성,5754,7.6,5개월,15개월,
3006,70대,여성,6014,7.1,11개월,3개월,
3008,50대,남성,9675,6.8,17개월,2개월,
3008,50대,남성,8415,6.3,11개월,14개월,
3009,60대,여성,7088,6.6,5개월,1개월,
3009,60대,여성,6998,6.0,6개월,9개월,
3012,10대,남성,6384,6.9,16개월,13개월,
3013,50대,여성,5089,8.6,7개월,11개월,
3013,50대,여성,8160,6.1,11개월,6개월,
3016,50대,남성,9675,6.3,17개월,8개월,
3018,60대,여성,9053,6.9,6개월,5개월,
3018,60대,여성,8158,7.5,1개월,4개월,
3018,60대,여성,5858,8.7,2개월,17개월,
3020,60대,남성,8527,7.9,2개월,8개월,
3020,60대,남성,8230,6.1,18개월,8개월,
3021,30대,여성,3976,5.6,7개월,18개월,
3021,30대,여성,6278,7.1,10개월,10개월,
3022,50대,여성,8164,6.9,6개월,20개월,
3023,40대,여성,6778,7.4,6개월,7개월,
3026,20대,남성,7656,7.1,11개월,8개월,
3026,20대,남성,6935,9.5,1개월,1개월,
3028,20대,남성,7233,5.9,1개월,1개월,
3028,20대,남성,9218,8.9,16개월,16개월,
3029,50대,남성,6840,6.1,7개월,9개월,
3029,50대,남성,8747,7.5,10개월,4개월,
3030,30대,남성,6829,7.9,2개월,3개월,
3030,30대,남성,5409,7.9,32개월,12개월,
3032,10대,남성,6997,7.7,8개월,8개월,
3032,10대,남성,7346,8.6,2개월,13개월,
3034,60대,여성,7899,6.4,7개월,5개월,
3035,60대,여성,7712,6.9,9개월,16개월,
3036,50대,여성,6235,8.2,2개월,14개월,
3036,50대,여성,6556,7.5,11개월,1개월,
3038,80대 이상,여성,5758,7.9,10개월,9개월,
3039,50대,여성,7364,9.2,12개월,6개월,
3040,50대,여성,6765,6.5,11개월,6개월,
3042,70대,여성,6811,6.3,6개월,4개월,
3042,70대,여성,7820,8.3,5개월,14개월,
3042,70대,여성,7473,5.9,6개월,13개월,
3043,50대,남성,8742,8.0,10개월,8개월,
3045,50대,여성,6370,8.6,3개월,17개월,
3046,50대,여성,4963,6.7,6개월,4개월,
3046,50대,여성,8137,6.3,9개월,1개월,
3046,50대,여성,7492,8.6,7개월,6개월,
3046,50대,여성,8116,5.2,11개월,8개월,
3047,30대,남성,6276,7.1,9개월,5개월,
3047,30대,남성,6096,6.7,4개월,10개월,
3049,40대,여성,4397,7.0,8개월,3개월,
3049,40대,여성,5273,7.9,11개월,4개월,
3050,50대,여성,6530,7.0,4개월,3개월,
3050,50대,여성,5490,7.5,11개월,2개월,
3052,60대,여성,7019,7.6,2개월,1개월,
3053,10대,여성,5305,8.4,1개월,9개월,
3053,10대,여성,4703,7.7,10개월,10개월,
3054,50대,남성,8717,7.5,13개월,11개월,
3055,30대,여성,4113,6.7,6개월,26개월,
3055,30대,여성,5159,6.1,5개월,4개월,
3060,60대,여성,7754,6.5,21개월,25개월,
3062,40대,남성,7775,6.6,12개월,2개월,
3062,40대,남성,8893,7.9,5개월,14개월,
3062,40대,남성,7950,8.0,16개월,2개월,
3063,70대,남성,7627,7.5,10개월,21개월,
3063,70대,남성,6887,7.2,6개월,2개월,
3064,80대 이상,여성,6914,9.3,4개월,1개월,
3064,80대 이상,여성,8054,8.7,10개월,10개월,
3066,40대,남성,9215,7.8,4개월,9개월,
3067,50대,여성,6050,6.3,2개월,14개월,
3069,50대,여성,5345,7.0,18개월,9개월,
3069,50대,여성,7774,6.5,11개월,9개월,
3070,30대,여성,6156,6.6,3개월,17개월,
3071,30대,여성,5761,7.2,16개월,18개월,
3072,60대,여성,7111,7.4,8개월,2개월,
3073,60대,남성,9310,6.6,7개월,12개월,
3073,60대,남성,8739,8.2,6개월,10개월,
3075,60대,여성,8339,6.5,19개월,11개월,
3076,20대,여성,4538,7.4,3개월,17개월,
3076,20대,여성,6907,8.4,8개월,13개월,
3076,20대,여성,6275,5.5,5개월,23개월,
3076,20대,여성,6419,7.1,11개월,5개월,
3077,70대,여성,6942,6.8,7개월,1개월,
3077,70대,여성,8881,7.6,9개월,1개월,
3079,50대,여성,5666,7.2,6개월,2개월,
3079,50대,여성,7291,8.2,1개월,17개월,
3080,60대,남성,9013,7.9,4개월,8개월,
3082,50대,여성,6269,9.3,9개월,26개월,
3086,40대,남성,6359,6.2,5개월,2개월,
3087,60대,남성,8770,7.8,3개월,5개월,
3090,80대 이상,남성,9073,7.0,8개월,8개월,
3091,50대,여성,6664,7.0,11개월,16개월,
3091,50대,여성,6740,7.5,7개월,10개월,
3093,50대,남성,6809,6.2,6개월,6개월,
3095,60대,여성,7442,7.8,8개월,7개월,
3098,20대,남성,7966,7.4,4개월,3개월,
3099,40대,남성,8162,8.6,2개월,10개월,
3099,40대,남성,8790,8.1,2개월,3개월,
3099,40대,남성,7617,8.0,4개월,5개월,
3101,70대,여성,8672,6.0,16개월,3개월,
3103,40대,여성,5313,8.1,2개월,2개월,
3103,40대,여성,6428,7.8,4개월,2개월,
3104,40대,남성,6790,7.6,8개월,3개월,
3105,50대,남성,7368,8.6,12개월,7개월,
3106,10대,남성,5327,8.2,6개월,9개월,
3107,70대,남성,9940,9.3,3개월,19개월,
3109,30대,여성,5819,6.9,16개월,8개월,
3109,30대,여성,5642,7.4,19개월,2개월,
3111,70대,남성,6635,7.4,5개월,12개월,
3111,70대,남성,7450,7.3,3개월,12개월,
3119,40대,남성,6340,5.6,3개월,14개월,
3121,60대,남성,8092,7.9,31개월,6개월,
3121,60대,남성,8907,7.7,7개월,27개월,
3122,70대,여성,7565,5.7,13개월,10개월,
3122,70대,여성,7421,6.5,12개월,12개월,
3128,10대,남성,7054,6.7,1개월,4개월,
3128,10대,남성,9154,7.4,22개월,5개월,
3129,10대,여성,7316,6.2,20개월,1개월,
3131,20대,남성,7498,7.4,8개월,8개월,
3131,20대,남성,7420,7.7,14개월,11개월,
3134,50대,남성,7221,6.1,2개월,5개월,
3135,30대,여성,3912,8.7,1개월,8개월,
3136,20대,여성,6200,5.2,7개월,17개월,
3136,20대,여성,5648,8.2,13개월,25개월,
3137,60대,여성,6705,6.5,24개월,3개월,
