ID,환경-연령대,환경-성별,환경-날짜,환경-위치,환경-초미세먼지(PM2.5),환경-미세먼지(PM10),환경-오존(O₃),환경-이산화질소(NO₂),환경-일산화탄소(CO),환경-아황산가스(SO₂),환경-온도,환경-습도
3021,30대,여성,2020-12-05,서울시 성북구,27.3㎍/㎥,42.4㎍/㎥,0.015ppm,0.0177ppm,0.7ppm,0.0048ppm,-0.1°C,61%
3022,50대,여성,2021-03-02,대구시 중구,32.8㎍/㎥,67.9㎍/㎥,0.0263ppm,0.036ppm,0.39ppm,0.0034ppm,8.3°C,65%
3025,30대,여성,2020-06-12,대구시 남구,23.1㎍/㎥,34.8㎍/㎥,0.0388ppm,0.035ppm,0.33ppm,0.0019ppm,25.7°C,66%
3025,30대,여성,2021-08-12,서울시 서대문구,10.8㎍/㎥,22.3㎍/㎥,0.0341ppm,0.0202ppm,0.45ppm,0.0026ppm,25°C,70%
3027,30대,여성,2022-10-31,부산시 해운대구,14㎍/㎥,26㎍/㎥,0.0227ppm,0.0162ppm,0.54ppm,0.0028ppm,14.6°C,67%
3027,30대,여성,2022-12-16,부산시 동구,19.3㎍/㎥,38.5㎍/㎥,0.0132ppm,0.0331ppm,0.51ppm,0.0036ppm,-1.3°C,58%
3028,20대,남성,2020-10-16,대구시 중구,17㎍/㎥,32.6㎍/㎥,0.0253ppm,0.015ppm,0.29ppm,0.0039ppm,13°C,59%
3029,50대,남성,2019-11-09,서울시 동작구,19.4㎍/㎥,40.4㎍/㎥,0.0163ppm,0.012ppm,0.74ppm,0.0042ppm,7°C,54%
3031,50대,여성,2019-08-10,부산시 중구,16.4㎍/㎥,25.5㎍/㎥,0.0247ppm,0.0064ppm,0.36ppm,0.0036ppm,28.8°C,70%
3031,50대,여성,2022-09-08,부산시 해운대구,11.7㎍/㎥,21.7㎍/㎥,0.0297ppm,0.0037ppm,0.35ppm,0.0015ppm,22.4°C,69%
3035,60대,여성,2021-03-05,서울시 구로구,32.6㎍/㎥,68.1㎍/㎥,0.03ppm,0.037ppm,0.51ppm,0.003ppm,7.7°C,62%
3035,60대,여성,2021-05-27,대구시 중구,19.9㎍/㎥,61.3㎍/㎥,0.0402ppm,0.007ppm,0.31ppm,0.0042ppm,15.9°C,70%
3035,60대,여성,2021-07-01,대구시 서구,15.8㎍/㎥,24.5㎍/㎥,0.0383ppm,0.031ppm,0.19ppm,0.0041ppm,28.8°C,73%
3035,60대,여성,2021-08-08,광주시 광산구,12㎍/㎥,21.9㎍/㎥,0.0362ppm,0.006ppm,0.3ppm,0.0025ppm,25°C,73%
3039,50대,여성,2021-11-22,부산시 동래구,26.5㎍/㎥,44.8㎍/㎥,0.0186ppm,0.0271ppm,0.68ppm,0.003ppm,7.8°C,70%
3040,50대,여성,2020-12-28,울산시 중구,26.7㎍/㎥,44.1㎍/㎥,0.0178ppm,0.0363ppm,0.5ppm,0.0036ppm,-0.7°C,57%
3041,50대,남성,2022-02-19,부산시 중구,25.1㎍/㎥,40㎍/㎥,0.0216ppm,0.0409ppm,0.54ppm,0.0054ppm,-2°C,59%
3042,70대,여성,2019-02-21,대구시 달성군,34.1㎍/㎥,57.3㎍/㎥,0.0185ppm,0.0373ppm,0.47ppm,0.0038ppm,0.5°C,50%
3042,70대,여성,2020-08-14,서울시 노원구,14.7㎍/㎥,22.8㎍/㎥,0.0192ppm,0.0243ppm,0.18ppm,0.0017ppm,27.9°C,87%
3043,50대,남성,2019-02-10,대구시 대덕구,35.6㎍/㎥,57.9㎍/㎥,0.0196ppm,0.0356ppm,0.75ppm,0.0034ppm,1.6°C,41%
3045,50대,여성,2018-12-17,대구시 서구,25.9㎍/㎥,52.7㎍/㎥,0.0069ppm,0.05ppm,0.84ppm,0.0046ppm,7.3°C,59%
3045,50대,여성,2020-06-23,서울시 관악구,20.3㎍/㎥,37.1㎍/㎥,0.043ppm,0.0167ppm,0.44ppm,0.0039ppm,24°C,73%
3045,50대,여성,2020-07-13,대구시 달서구,13.1㎍/㎥,21.1㎍/㎥,0.0341ppm,0.0318ppm,0.52ppm,0.0032ppm,24.9°C,77%
3046,50대,여성,2022-01-09,서울시 동대문구,27.9㎍/㎥,42.4㎍/㎥,0.0148ppm,0.0325ppm,0.6ppm,0.0058ppm,-1.5°C,54%
3049,40대,여성,2023-03-03,부산시 북구,21㎍/㎥,42.5㎍/㎥,0.0282ppm,0.0268ppm,0.54ppm,0.0027ppm,9.4°C,49%
3050,50대,여성,2021-01-03,부산시 중구,20.3㎍/㎥,38㎍/㎥,0.0099ppm,0.0228ppm,0.47ppm,0.0039ppm,-1.4°C,58%
3050,50대,여성,2022-02-08,서울시 강남구,26.9㎍/㎥,39.4㎍/㎥,0.0246ppm,0.0276ppm,0.6ppm,0.004ppm,-0.8°C,57%
3051,40대,여성,2020-06-20,서울시 영등포구,21.8㎍/㎥,35.8㎍/㎥,0.0409ppm,0.0165ppm,0.47ppm,0.0022ppm,23.3°C,65%
3054,50대,남성,2023-02-08,서울시 성북구,26.6㎍/㎥,39.8㎍/㎥,0.0272ppm,0.0364ppm,0.66ppm,0.0032ppm,3.1°C,59%
3055,30대,여성,2020-08-10,부산시 사상구,17.2㎍/㎥,22.1㎍/㎥,0.0166ppm,0.005ppm,0.44ppm,0.0001ppm,26.7°C,88%
3057,30대,남성,2020-10-25,서울시 성북구,16.8㎍/㎥,34.1㎍/㎥,0.0206ppm,0.0316ppm,0.5ppm,0.0021ppm,15.1°C,63%
3057,30대,남성,2022-08-26,서울시 종로구,12.1㎍/㎥,19.4㎍/㎥,0.0285ppm,0.0309ppm,0.43ppm,0.0033ppm,26.7°C,83%
3058,50대,남성,2019-12-14,인천시 연수구,27.3㎍/㎥,40.5㎍/㎥,0.0137ppm,0.0504ppm,0.51ppm,0.0052ppm,1.1°C,56%
3060,60대,여성,2020-06-05,부산시 기장군,19.4㎍/㎥,35.8㎍/㎥,0.0453ppm,0.0173ppm,0.38ppm,0.0014ppm,24.6°C,66%
3060,60대,여성,2022-12-07,인천시 미추홀구,19.1㎍/㎥,35.8㎍/㎥,0.0113ppm,0.0207ppm,0.39ppm,0.0009ppm,-3.3°C,60%
3061,40대,여성,2022-02-24,부산시 해운대구,27.9㎍/㎥,40.2㎍/㎥,0.0237ppm,0.0186ppm,0.76ppm,0.0026ppm,0°C,60%
3062,40대,남성,2022-05-18,인천시 강화군,17㎍/㎥,32.5㎍/㎥,0.0512ppm,0.017ppm,0.41ppm,0.0026ppm,19.2°C,56%
3063,70대,남성,2021-11-28,광주시 북구,26.7㎍/㎥,44㎍/㎥,0.0201ppm,0.0283ppm,0.57ppm,0.0025ppm,9.2°C,70%
3064,80대 이상,여성,2020-10-17,인천시 부평구,20.1㎍/㎥,35㎍/㎥,0.0183ppm,0.0265ppm,0.39ppm,0.0034ppm,14.6°C,58%
3064,80대 이상,여성,2021-03-12,광주시 서구,33.1㎍/㎥,66.5㎍/㎥,0.0196ppm,0.0343ppm,0.55ppm,0.0045ppm,10.2°C,59%
3065,50대,여성,2019-06-10,서울시 동작구,20.2㎍/㎥,28.6㎍/㎥,0.0382ppm,0.0103ppm,0.45ppm,0.0017ppm,23.2°C,61%
3065,50대,여성,2021-03-06,대구시 북구,34.6㎍/㎥,67.7㎍/㎥,0.0224ppm,0.0497ppm,0.61ppm,0.0037ppm,8.6°C,63%
3065,50대,여성,2022-02-22,대구시 달성군,26.5㎍/㎥,40.7㎍/㎥,0.0232ppm,0.0313ppm,0.62ppm,0.0028ppm,-0.7°C,57%
3066,40대,남성,2019-08-13,대구시 남구,15.8㎍/㎥,26.9㎍/㎥,0.0267ppm,0.0006ppm,0.48ppm,0.0036ppm,26.7°C,72%
3066,40대,남성,2022-08-14,서울시 양천구,10.1㎍/㎥,17㎍/㎥,0.0347ppm,0.0032ppm,0.25ppm,0.003ppm,25.7°C,85%
3068,10대,남성,2020-04-20,서울시 은평구,20.8㎍/㎥,46㎍/㎥,0.0345ppm,0.0059ppm,0.43ppm,0.0031ppm,10.7°C,50%
3071,30대,여성,2022-07-16,서울시 금천구,17.6㎍/㎥,25.1㎍/㎥,0.0371ppm,0.0265ppm,0.37ppm,0.0032ppm,27°C,69%
3073,60대,남성,2021-01-29,서울시 광진구,20.9㎍/㎥,37.5㎍/㎥,0.0229ppm,0.0296ppm,0.48ppm,0.0031ppm,-3°C,59%
3073,60대,남성,2021-05-17,대구시 서구,21.5㎍/㎥,60.8㎍/㎥,0.0339ppm,0.0143ppm,0.42ppm,0.0023ppm,18.8°C,67%
3073,60대,남성,2022-05-31,인천시 강화군,17.7㎍/㎥,33.3㎍/㎥,0.0423ppm,0.0316ppm,0.33ppm,0.0038ppm,19.9°C,55%
3075,60대,여성,2022-10-01,서울시 송파구,13.3㎍/㎥,25.3㎍/㎥,0.0202ppm,0.0188ppm,0.36ppm,0.0045ppm,16.2°C,72%
3078,10대,남성,2020-01-16,광주시 동구,28.5㎍/㎥,43.5㎍/㎥,0.0126ppm,0.0426ppm,0.72ppm,0.0043ppm,1.9°C,58%
3078,10대,남성,2020-09-14,부산시 북구,11.8㎍/㎥,19㎍/㎥,0.0304ppm,0.018ppm,0.5ppm,0.0002ppm,22°C,67%
3079,50대,여성,2022-06-26,대구시 달성군,12.2㎍/㎥,22.9㎍/㎥,0.0328ppm,0.0149ppm,0.38ppm,0.0026ppm,23.4°C,72%
3080,60대,남성,2019-01-22,부산시 기장군,39㎍/㎥,65.8㎍/㎥,0.0151ppm,0.0468ppm,0.9ppm,0.0042ppm,-1.6°C,47%
3080,60대,남성,2020-07-23,대구시 동구,11.1㎍/㎥,20.8㎍/㎥,0.0322ppm,0.0025ppm,0.29ppm,0.002ppm,23.8°C,78%
3081,70대,여성,2019-06-23,부산시 동래구,20.8㎍/㎥,30.3㎍/㎥,0.0358ppm,0.0303ppm,0.42ppm,0.0024ppm,22.1°C,61%
3081,70대,여성,2022-03-03,인천시 옹진군,19.8㎍/㎥,41.6㎍/㎥,0.0307ppm,0.0358ppm,0.42ppm,0.0024ppm,10.1°C,62%
3082,50대,여성,2020-01-23,서울시 관악구,29.2㎍/㎥,43.6㎍/㎥,0.0128ppm,0.0343ppm,0.52ppm,0.0044ppm,1.9°C,62%
3083,30대,남성,2020-02-19,인천시 남동구,27.3㎍/㎥,40.5㎍/㎥,0.0206ppm,0.0148ppm,0.63ppm,0.0026ppm,1.7°C,56%
3084,20대,여성,2021-01-22,서울시 도봉구,21.1㎍/㎥,36.9㎍/㎥,0.0135ppm,0.057ppm,0.55ppm,0.0039ppm,-2.5°C,56%
3085,70대,남성,2020-03-21,대구시 군위군,26.6㎍/㎥,46.4㎍/㎥,0.023ppm,0.014ppm,0.39ppm,0.004ppm,8.4°C,49%
3085,70대,남성,2021-06-03,대구시 달성군,17.6㎍/㎥,31.4㎍/㎥,0.0419ppm,0.0229ppm,0.53ppm,0.0036ppm,21°C,73%
3086,40대,남성,2019-01-20,서울시 강북구,37.5㎍/㎥,65.6㎍/㎥,0.016ppm,0.0687ppm,0.74ppm,0.0057ppm,-1.9°C,51%
3086,40대,남성,2019-11-20,울산시 중구,20.5㎍/㎥,42.4㎍/㎥,0.0103ppm,0.0341ppm,0.57ppm,0.0043ppm,7.2°C,56%
3086,40대,남성,2022-12-01,인천시 동구,19.9㎍/㎥,37.5㎍/㎥,0.0086ppm,0.0143ppm,0.46ppm,0.0029ppm,-2.8°C,59%
3088,50대,여성,2020-09-02,서울시 종로구,14.4㎍/㎥,19.1㎍/㎥,0.0251ppm,0.0036ppm,0.38ppm,0.0031ppm,20.2°C,71%
3090,80대 이상,남성,2019-03-19,서울시 구로구,46.6㎍/㎥,68.1㎍/㎥,0.0326ppm,0.0293ppm,0.59ppm,0.0052ppm,6.9°C,49%
3090,80대 이상,남성,2020-11-06,서울시 금천구,24.7㎍/㎥,43.4㎍/㎥,0.0153ppm,0.0238ppm,0.69ppm,0.0042ppm,8.2°C,65%
3090,80대 이상,남성,2021-08-03,서울시 중구,12.2㎍/㎥,23.1㎍/㎥,0.0343ppm,0.0242ppm,0.36ppm,0.002ppm,25.6°C,67%
3090,80대 이상,남성,2022-10-26,인천시 남동구,13.6㎍/㎥,26.1㎍/㎥,0.0212ppm,0.0161ppm,0.35ppm,0.0017ppm,15.2°C,73%
3091,50대,여성,2021-03-09,울산시 남구,32㎍/㎥,66.8㎍/㎥,0.0282ppm,0.0321ppm,0.51ppm,0.0032ppm,8.5°C,69%
3092,20대,남성,2022-10-12,인천시 중구,12.7㎍/㎥,27.3㎍/㎥,0.0271ppm,0.0265ppm,0.36ppm,0.0037ppm,14.8°C,67%
3093,50대,남성,2020-10-11,부산시 연제구,18.2㎍/㎥,33㎍/㎥,0.0212ppm,0.0298ppm,0.45ppm,0.0032ppm,14.7°C,62%
3093,50대,남성,2021-09-27,서울시 강서구,7.2㎍/㎥,15.5㎍/㎥,0.0326ppm,0.0277ppm,0.45ppm,0.0029ppm,21.7°C,69%
3093,50대,남성,2021-12-03,서울시 양천구,23.5㎍/㎥,39.3㎍/㎥,0.0091ppm,0.0472ppm,0.56ppm,0.0028ppm,0.3°C,60%
3095,60대,여성,2019-03-02,서울시 광진구,43.8㎍/㎥,69.6㎍/㎥,0.0326ppm,0.0325ppm,0.59ppm,0.0064ppm,4.7°C,49%
3095,60대,여성,2020-09-07,광주시 북구,11.1㎍/㎥,19㎍/㎥,0.0298ppm,0.0003ppm,0.19ppm,0.0021ppm,23.3°C,71%
3098,20대,남성,2021-06-11,대구시 수성구,18.3㎍/㎥,33.3㎍/㎥,0.0466ppm,0.0314ppm,0.44ppm,0.0037ppm,21.9°C,82%
3099,40대,남성,2019-07-14,서울시 성북구,19.4㎍/㎥,24.5㎍/㎥,0.0245ppm,0.0104ppm,0.39ppm,0.0057ppm,25.8°C,70%
3099,40대,남성,2020-08-28,부산시 연제구,15.6㎍/㎥,23㎍/㎥,0.0249ppm,0.0157ppm,0.3ppm,0.0011ppm,28.1°C,84%
3100,60대,남성,2019-02-21,서울시 도봉구,35.1㎍/㎥,58.9㎍/㎥,0.0198ppm,0.0384ppm,0.76ppm,0.0049ppm,0.5°C,48%
3100,60대,남성,2019-10-24,인천시 부평구,15.3㎍/㎥,34.2㎍/㎥,0.0291ppm,0.0419ppm,0.48ppm,0.0049ppm,16.4°C,62%
3100,60대,남성,2021-01-13,광주시 광산구,21㎍/㎥,38.9㎍/㎥,0.0149ppm,0.0383ppm,0.59ppm,0.0026ppm,-1.8°C,54%
3102,20대,남성,2019-11-09,서울시 관악구,21.1㎍/㎥,40.2㎍/㎥,0.0148ppm,0.0596ppm,0.53ppm,0.0047ppm,5.8°C,51%
3104,40대,남성,2021-08-13,울산시 북구,14㎍/㎥,21.6㎍/㎥,0.0295ppm,0.0106ppm,0.52ppm,0.0019ppm,24.2°C,73%
3105,50대,남성,2019-04-08,인천시 동구,21.1㎍/㎥,40.9㎍/㎥,0.0294ppm,0.0376ppm,0.37ppm,0.0043ppm,12.7°C,50%
3107,70대,남성,2019-07-03,대구시 달성군,18.5㎍/㎥,26.2㎍/㎥,0.026ppm,0.0242ppm,0.48ppm,0.0046ppm,25.3°C,65%
3107,70대,남성,2020-05-08,광주시 광산구,20.5㎍/㎥,34.5㎍/㎥,0.0328ppm,0.0182ppm,0.32ppm,0.0025ppm,17.4°C,68%
3107,70대,남성,2021-03-21,부산시 부산진구,33.2㎍/㎥,66.4㎍/㎥,0.0269ppm,0.0403ppm,0.67ppm,0.0049ppm,7.5°C,58%
3107,70대,남성,2021-09-21,서울시 광진구,7.8㎍/㎥,14.5㎍/㎥,0.0318ppm,0.0048ppm,0.15ppm,0.0023ppm,23.2°C,69%
3108,50대,남성,2020-05-17,대구시 대덕구,20.2㎍/㎥,35.9㎍/㎥,0.0369ppm,0.0286ppm,0.3ppm,0.0031ppm,17°C,69%
3108,50대,남성,2021-03-02,서울시 성북구,32.2㎍/㎥,67.8㎍/㎥,0.0244ppm,0.0194ppm,0.65ppm,0.0037ppm,9.9°C,60%
3109,30대,여성,2019-07-22,인천시 남동구,17.2㎍/㎥,27.9㎍/㎥,0.0339ppm,0.0218ppm,0.42ppm,0.0031ppm,26.2°C,66%
3110,60대,남성,2021-09-02,인천시 옹진군,7.4㎍/㎥,14.6㎍/㎥,0.0245ppm,0.0158ppm,0.47ppm,0.0003ppm,23°C,70%
3111,70대,남성,2019-09-20,인천시 강화군,10.1㎍/㎥,21.6㎍/㎥,0.0297ppm,0.0361ppm,0.4ppm,0.0043ppm,22.8°C,67%
3113,60대,남성,2019-01-05,서울시 광진구,38.1㎍/㎥,65.4㎍/㎥,0.0145ppm,0.0334ppm,0.75ppm,0.0044ppm,-2.3°C,41%
3114,80대 이상,남성,2022-12-14,서울시 금천구,18.8㎍/㎥,35.4㎍/㎥,0.0147ppm,0.0428ppm,0.52ppm,0.0019ppm,-1.6°C,59%
3115,50대,여성,2019-11-29,인천시 동구,19.6㎍/㎥,40.8㎍/㎥,0.0126ppm,0.0437ppm,0.61ppm,0.0048ppm,8.3°C,58%
3116,50대,여성,2020-05-03,대구시 중구,19㎍/㎥,35.5㎍/㎥,0.0293ppm,0.0195ppm,0.46ppm,0.0023ppm,16°C,72%
3119,40대,남성,2021-08-26,인천시 서구,11.5㎍/㎥,21.2㎍/㎥,0.0367ppm,0.0177ppm,0.37ppm,0.0036ppm,24.1°C,73%
3119,40대,남성,2021-12-25,서울시 영등포구,22.7㎍/㎥,39.7㎍/㎥,0.0194ppm,0.0351ppm,0.75ppm,0.0047ppm,2.6°C,57%
3120,40대,여성,2020-10-15,부산시 기장군,18㎍/㎥,33.5㎍/㎥,0.0197ppm,0.0374ppm,0.39ppm,0.0033ppm,14.2°C,66%
3121,60대,남성,2020-10-10,부산시 남구,17.2㎍/㎥,33.2㎍/㎥,0.0193ppm,0.0086ppm,0.35ppm,0.0023ppm,14.8°C,63%
3122,70대,여성,2021-12-20,서울시 성북구,22.1㎍/㎥,39.1㎍/㎥,0.012ppm,0.0214ppm,0.51ppm,0.0001ppm,0.3°C,58%
3123,20대,남성,2019-07-15,서울시 도봉구,18.6㎍/㎥,24.4㎍/㎥,0.0303ppm,0.0051ppm,0.4ppm,0.0025ppm,25.7°C,70%
3124,60대,여성,2021-02-07,서울시 송파구,29.5㎍/㎥,48.7㎍/㎥,0.021ppm,0.0204ppm,0.66ppm,0.0058ppm,1.4°C,52%
3125,60대,여성,2020-09-28,서울시 영등포구,12.8㎍/㎥,18.2㎍/㎥,0.0319ppm,0.0017ppm,0.42ppm,0.0029ppm,20.5°C,74%
3126,70대,남성,2019-02-01,부산시 수영구,33.8㎍/㎥,55.4㎍/㎥,0.0184ppm,0.0319ppm,0.65ppm,0.0043ppm,0.9°C,47%
3126,70대,남성,2019-03-19,대구시 군위군,43.9㎍/㎥,67.7㎍/㎥,0.0289ppm,0.0408ppm,0.56ppm,0.0057ppm,7.9°C,51%
3126,70대,남성,2019-10-10,부산시 사하구,13.4㎍/㎥,33.5㎍/㎥,0.0247ppm,0.0345ppm,0.46ppm,0.0021ppm,16.2°C,60%
3128,10대,남성,2019-04-29,서울시 동대문구,21.2㎍/㎥,40.8㎍/㎥,0.0296ppm,0.0199ppm,0.48ppm,0.0042ppm,11.2°C,43%
3128,10대,남성,2020-06-06,울산시 남구,20.8㎍/㎥,37.6㎍/㎥,0.0462ppm,0.0065ppm,0.53ppm,0.0018ppm,23.8°C,63%
3128,10대,남성,2021-07-06,광주시 서구,13.4㎍/㎥,22.1㎍/㎥,0.0371ppm,0.0185ppm,0.34ppm,0.002ppm,27.1°C,76%
3129,10대,여성,2019-06-25,부산시 남구,18.9㎍/㎥,30.4㎍/㎥,0.0361ppm,0.0253ppm,0.55ppm,0.005ppm,23.4°C,63%
3129,10대,여성,2022-05-07,세종특별자치시,14.3㎍/㎥,31㎍/㎥,0.0438ppm,0.0121ppm,0.35ppm,0.0044ppm,18.9°C,54%
3129,10대,여성,2023-01-29,서울시 송파구,28.2㎍/㎥,45.1㎍/㎥,0.0229ppm,0.0267ppm,0.76ppm,0.0027ppm,-1.9°C,60%
3133,60대,남성,2019-04-08,대구시 달성군,23㎍/㎥,40.4㎍/㎥,0.0304ppm,0.0431ppm,0.31ppm,0.003ppm,12°C,53%
3133,60대,남성,2019-10-25,대구시 대덕구,12.1㎍/㎥,33.5㎍/㎥,0.0196ppm,0.0235ppm,0.5ppm,0.0035ppm,14.2°C,57%
3136,20대,여성,2018-12-04,서울시 강북구,27.7㎍/㎥,50.7㎍/㎥,0.0143ppm,0.0501ppm,0.61ppm,0.005ppm,7.6°C,59%
3136,20대,여성,2019-08-07,대구시 대덕구,16.3㎍/㎥,26.5㎍/㎥,0.0261ppm,0.0236ppm,0.33ppm,0.0037ppm,26.4°C,69%
3137,60대,여성,2022-03-19,대구시 동구,21.1㎍/㎥,40㎍/㎥,0.0325ppm,0.021ppm,0.32ppm,0.0022ppm,9.2°C,64%
3138,70대,여성,2020-10-08,서울시 영등포구,17.3㎍/㎥,31.6㎍/㎥,0.0217ppm,0.0258ppm,0.5ppm,0.0044ppm,15.3°C,62%
3141,30대,여성,2022-08-24,대구시 달성군,14.1㎍/㎥,19.5㎍/㎥,0.027ppm,0.0151ppm,0.36ppm,0.002ppm,27°C,85%
3142,60대,남성,2019-09-13,부산시 부산진구,10.8㎍/㎥,21.3㎍/㎥,0.0205ppm,0.011ppm,0.52ppm,0.0028ppm,23.5°C,65%
3144,70대,여성,2019-03-04,서울시 종로구,45.6㎍/㎥,68.3㎍/㎥,0.0273ppm,0.0354ppm,0.57ppm,0.0029ppm,7.1°C,53%
3148,60대,여성,2018-11-21,대구시 남구,28.2㎍/㎥,51.7㎍/㎥,0.0088ppm,0.0385ppm,0.53ppm,0.0041ppm,7.2°C,61%
3148,60대,여성,2019-04-30,부산시 강서구,22.2㎍/㎥,41.6㎍/㎥,0.0354ppm,0.0356ppm,0.3ppm,0.0031ppm,11.4°C,50%
3149,50대,여성,2021-05-19,서울시 송파구,19.2㎍/㎥,59.4㎍/㎥,0.038ppm,0.024ppm,0.35ppm,0.0011ppm,16.6°C,71%
3150,30대,여성,2019-12-05,서울시 강서구,28.1㎍/㎥,40.8㎍/㎥,0.0068ppm,0.043ppm,0.49ppm,0.0017ppm,2.3°C,62%
3153,60대,여성,2022-02-18,서울시 중랑구,26.2㎍/㎥,40.1㎍/㎥,0.0199ppm,0.0198ppm,0.6ppm,0.0056ppm,-0.8°C,56%
3154,40대,여성,2022-01-25,부산시 연제구,28.9㎍/㎥,43.2㎍/㎥,0.0182ppm,0.0091ppm,0.75ppm,0.0032ppm,-1°C,54%
3156,60대,남성,2018-11-19,부산시 동구,27.9㎍/㎥,53.9㎍/㎥,0.0145ppm,0.0486ppm,0.58ppm,0.0052ppm,7.5°C,56%
3156,60대,남성,2022-03-20,세종특별자치시,22.6㎍/㎥,40.6㎍/㎥,0.0297ppm,0.0269ppm,0.57ppm,0.0039ppm,8.1°C,56%
3157,50대,여성,2022-04-11,서울시 양천구,20.4㎍/㎥,44.8㎍/㎥,0.04ppm,0.027ppm,0.42ppm,0.0033ppm,13.6°C,55%
3157,50대,여성,2022-08-31,서울시 마포구,12㎍/㎥,20.8㎍/㎥,0.0281ppm,0.0043ppm,0.09ppm,0.0023ppm,25.9°C,78%
3157,50대,여성,2022-11-24,대구시 서구,23.1㎍/㎥,38.7㎍/㎥,0.0226ppm,0.0313ppm,0.53ppm,0.004ppm,9°C,65%
3159,10대,여성,2022-01-20,대구시 달서구,28.1㎍/㎥,42㎍/㎥,0.0112ppm,0.0418ppm,0.89ppm,0.0031ppm,-2.7°C,57%
3160,30대,남성,2019-11-27,인천시 강화군,19.8㎍/㎥,42.8㎍/㎥,0.0134ppm,0.0406ppm,0.33ppm,0.0019ppm,8°C,56%
3161,80대 이상,남성,2019-03-06,세종특별자치시,43㎍/㎥,69.1㎍/㎥,0.0315ppm,0.039ppm,0.66ppm,0.0053ppm,8.3°C,49%
3161,80대 이상,남성,2020-08-20,대구시 서구,14.5㎍/㎥,24.7㎍/㎥,0.0207ppm,0.0311ppm,0.28ppm,0.002ppm,24.7°C,81%
3161,80대 이상,남성,2020-11-20,서울시 중구,22.2㎍/㎥,42.4㎍/㎥,0.0134ppm,0.0346ppm,0.58ppm,0.0029ppm,5.5°C,60%
3163,20대,여성,2022-06-27,서울시 성동구,13.2㎍/㎥,20.8㎍/㎥,0.0323ppm,0.03ppm,0.36ppm,0.0024ppm,23.9°C,71%
3164,60대,남성,2020-09-08,광주시 북구,12㎍/㎥,18.5㎍/㎥,0.0284ppm,0.0107ppm,0.39ppm,0.0023ppm,22.4°C,71%
3164,60대,남성,2021-09-13,대구시 군위군,7.5㎍/㎥,16.3㎍/㎥,0.032ppm,0.0205ppm,0.18ppm,0.0016ppm,22.8°C,70%
3164,60대,남성,2022-04-03,부산시 기장군,23.9㎍/㎥,43.6㎍/㎥,0.0413ppm,0.015ppm,0.29ppm,0.0025ppm,16°C,55%
3166,50대,여성,2020-09-06,서울시 도봉구,10.7㎍/㎥,20.3㎍/㎥,0.03ppm,0.0076ppm,0.36ppm,0.0037ppm,23.3°C,71%
3167,50대,남성,2022-09-24,부산시 동구,9.8㎍/㎥,22.9㎍/㎥,0.0321ppm,0.005ppm,0.43ppm,0.0021ppm,21.9°C,73%
3168,50대,남성,2021-05-04,부산시 수영구,19.1㎍/㎥,62.2㎍/㎥,0.035ppm,0.0056ppm,0.33ppm,0.0025ppm,17.9°C,67%
3169,70대,남성,2019-06-23,서울시 종로구,20.8㎍/㎥,29.3㎍/㎥,0.034ppm,0.0268ppm,0.54ppm,0.004ppm,23.3°C,60%
3169,70대,남성,2019-12-07,인천시 중구,26㎍/㎥,41.2㎍/㎥,0.0104ppm,0.0397ppm,0.76ppm,0.0034ppm,3.1°C,57%
3171,20대,남성,2020-04-03,부산시 사하구,20.6㎍/㎥,43.7㎍/㎥,0.0383ppm,0.0168ppm,0.26ppm,0.0033ppm,13.6°C,46%
3173,70대,남성,2019-01-28,서울시 성북구,39㎍/㎥,65.3㎍/㎥,0.0127ppm,0.0395ppm,0.92ppm,0.0047ppm,-0.1°C,45%
3173,70대,남성,2019-02-07,서울시 용산구,33.7㎍/㎥,54.4㎍/㎥,0.0226ppm,0.0337ppm,0.73ppm,0.0048ppm,-0.3°C,46%
3173,70대,남성,2021-07-03,서울시 성동구,14.5㎍/㎥,23.3㎍/㎥,0.0351ppm,0.0048ppm,0.43ppm,0.0025ppm,27°C,71%
3173,70대,남성,2022-03-22,부산시 동구,22.1㎍/㎥,41.5㎍/㎥,0.0237ppm,0.0351ppm,0.34ppm,0.0021ppm,7.7°C,66%
3174,60대,남성,2019-01-11,서울시 동작구,37.5㎍/㎥,67㎍/㎥,0.0134ppm,0.0379ppm,0.82ppm,0.0048ppm,-0.6°C,46%
3174,60대,남성,2020-11-07,부산시 수영구,25.5㎍/㎥,41.4㎍/㎥,0.0167ppm,0.0354ppm,0.6ppm,0.0046ppm,8.4°C,63%
3174,60대,남성,2020-11-29,인천시 부평구,25.5㎍/㎥,43㎍/㎥,0.0098ppm,0.0399ppm,0.67ppm,0.0042ppm,6°C,69%
3175,50대,남성,2020-09-24,서울시 성동구,11.9㎍/㎥,17.6㎍/㎥,0.0302ppm,0.0067ppm,0.29ppm,0.0017ppm,20.7°C,72%
3176,60대,남성,2019-08-06,대구시 서구,14.6㎍/㎥,23.8㎍/㎥,0.0307ppm,0.0343ppm,0.4ppm,0.0027ppm,27.1°C,66%
3177,70대,남성,2021-05-26,부산시 수영구,19㎍/㎥,60㎍/㎥,0.0359ppm,0.0182ppm,0.45ppm,0.0023ppm,18.1°C,67%
